inspection_id,inspection_date,region,application,voltage_class,installation_year,cable_age_years,cable_length_km,rated_voltage_kV,soil_corrosivity_index,ambient_temp_C,humidity_percent,load_factor,overload_events_last_year,fault_history_count,maintenance_score,months_since_maintenance,partial_discharge_pC,insulation_resistance_MOhm,tan_delta,health_index,risk_level,replacement_urgency_years,xlpe_demand_tons
INS-00643,2023-03-28,Egypt,Telecommunications,MV (1-35kV),2007,18,4.7,11.0,0.679,23.2,58.9,0.962,0,2,0.627,1,14.89,3629.0,0.00659,63.4,Medium,13.3,3.92
INS-00644,2025-03-13,Egypt,Telecommunications,LV (<1kV),2012,13,4.89,0.4,0.695,37.4,46.8,0.771,1,4,0.629,32,24.36,3752.0,0.00826,51.3,Medium,10.8,2.5
INS-00645,2024-03-31,Egypt,Power Transmission (HV),HV (35-150kV),2015,10,40.32,66.0,0.611,31.4,35.5,0.786,2,1,0.529,15,2.38,5149.0,0.00367,86.5,Low,13.6,66.12
INS-00646,2023-09-11,Egypt,Industrial,MV (1-35kV),1998,27,2.18,11.0,0.655,34.2,43.2,0.865,3,3,0.479,35,31.41,2974.0,0.00887,24.0,Critical,4.7,2.76
INS-00647,2023-08-01,Egypt,Power Transmission (HV),EHV (>150kV),2003,22,22.8,220.0,0.835,32.0,46.1,0.836,1,2,0.84,19,24.06,3927.0,0.00679,54.1,Medium,8.5,89.87
INS-00648,2025-12-11,Egypt,Industrial,LV (<1kV),1998,27,1.13,0.4,0.708,20.9,58.6,0.855,4,1,0.757,13,12.88,3665.0,0.00772,47.9,High,9.3,0.62
INS-00649,2025-09-02,Egypt,Construction/Building,MV (1-35kV),2022,3,0.78,11.0,0.722,40.5,45.9,0.919,1,0,0.791,20,4.96,5568.0,0.0011,100.0,Low,15.0,0.58
INS-00650,2024-09-19,Egypt,Renewable Energy,MV (1-35kV),1996,29,3.51,11.0,0.603,31.2,52.5,0.791,1,3,0.589,27,33.99,3087.0,0.00873,29.1,Critical,5.0,4.39
INS-00651,2025-06-01,Egypt,Construction/Building,HV (35-150kV),2003,22,3.71,66.0,0.602,29.5,52.8,0.791,0,1,0.587,28,13.93,3827.0,0.00532,65.9,Medium,14.8,5.64
INS-00652,2023-02-11,Egypt,Industrial,MV (1-35kV),1994,31,1.5,11.0,0.836,23.6,43.9,0.883,2,1,0.591,19,27.88,3542.0,0.00706,37.5,High,7.3,1.7
INS-00653,2024-08-12,Egypt,Renewable Energy,EHV (>150kV),2023,2,0.27,220.0,0.711,33.8,54.2,0.862,1,0,0.89,4,1.28,5992.0,0.00297,100.0,Low,15.0,0.74
INS-00654,2023-01-10,Egypt,Power Distribution (MV),MV (1-35kV),2017,8,1.48,11.0,0.718,36.1,56.0,0.965,1,1,0.606,3,7.55,5011.0,0.00345,88.9,Low,15.0,1.11
INS-00655,2025-12-28,Egypt,Power Distribution (MV),LV (<1kV),1999,26,6.69,0.4,0.674,37.4,44.3,0.83,5,2,0.762,14,27.08,3393.0,0.01004,31.9,High,5.7,4.34
INS-00656,2023-03-14,Egypt,Telecommunications,MV (1-35kV),2008,17,1.16,11.0,0.521,35.0,57.7,0.817,2,2,0.483,25,20.14,4669.0,0.00429,61.8,Medium,13.0,0.99
INS-00657,2025-03-28,Egypt,Telecommunications,LV (<1kV),2008,17,3.21,0.4,0.594,36.0,56.5,0.763,0,1,0.47,15,27.3,3583.0,0.00559,62.2,Medium,13.1,1.45
INS-00658,2025-11-19,Egypt,Renewable Energy,MV (1-35kV),2005,20,2.42,11.0,0.749,31.6,44.4,0.866,2,1,0.833,35,24.36,4621.0,0.00463,63.6,Medium,11.0,2.3
INS-00659,2024-11-13,Egypt,Industrial,LV (<1kV),1999,26,1.02,0.4,0.646,38.1,42.0,0.909,3,7,0.658,10,36.71,3743.0,0.01162,7.8,Critical,1.5,0.78
INS-00660,2025-06-18,Egypt,Industrial,LV (<1kV),2000,25,4.16,0.4,0.577,32.0,27.3,0.884,1,0,0.475,23,27.6,2448.0,0.00579,48.9,High,9.5,2.27
INS-00661,2024-04-11,Egypt,Construction/Building,MV (1-35kV),2002,23,2.39,11.0,0.863,24.8,56.1,0.81,3,3,0.625,19,30.09,3321.0,0.00883,31.3,High,7.0,2.75
INS-00662,2024-03-15,Egypt,Industrial,MV (1-35kV),2007,18,3.36,11.0,0.804,36.0,60.6,0.753,1,1,0.517,12,15.41,3491.0,0.00637,61.7,Medium,12.0,3.02
INS-00663,2024-08-22,Egypt,Power Transmission (HV),MV (1-35kV),2001,24,30.29,11.0,0.706,22.9,21.8,0.733,0,2,0.929,35,27.15,4431.0,0.00805,57.6,Medium,9.1,31.65
INS-00664,2024-05-23,Egypt,Power Transmission (HV),MV (1-35kV),2017,8,48.99,11.0,0.631,23.7,36.3,0.759,0,1,0.481,3,9.97,4288.0,0.00295,86.3,Low,13.6,40.17
INS-00665,2024-10-10,Egypt,Industrial,MV (1-35kV),2023,2,2.64,11.0,0.825,43.6,60.0,0.824,0,0,0.651,27,9.38,5826.0,0.0005,100.0,Low,15.0,1.98
INS-00666,2025-07-24,Egypt,Industrial,MV (1-35kV),2015,10,0.83,11.0,0.555,29.2,41.4,0.828,2,1,0.624,29,14.49,4759.0,0.00444,80.1,Low,15.0,0.62
INS-00667,2025-01-29,Egypt,Power Distribution (MV),LV (<1kV),1995,30,1.28,0.4,0.636,36.2,42.4,0.978,3,4,0.634,7,40.01,3470.0,0.01416,13.4,Critical,2.4,0.94
INS-00668,2025-12-09,Egypt,Power Distribution (MV),MV (1-35kV),1999,26,8.99,11.0,0.842,35.1,39.1,1.0,1,4,0.756,10,34.12,4202.0,0.01053,32.4,High,5.8,10.88
INS-00669,2023-04-26,Egypt,Construction/Building,LV (<1kV),2011,14,2.21,0.4,0.748,29.6,16.6,0.859,5,1,0.667,20,13.32,4333.0,0.00469,63.4,Medium,14.3,0.93
INS-00670,2024-02-08,Egypt,Construction/Building,EHV (>150kV),2007,18,1.91,220.0,0.707,30.3,54.0,0.68,0,4,0.618,8,32.56,2843.0,0.00813,39.5,High,8.9,7.39
INS-00671,2025-04-01,Egypt,Power Distribution (MV),LV (<1kV),1995,30,4.52,0.4,0.818,27.5,33.7,0.837,1,1,0.489,5,19.92,3728.0,0.00838,44.6,High,8.0,2.65
INS-00672,2023-01-11,Egypt,Power Transmission (HV),LV (<1kV),1993,32,39.05,0.4,0.652,36.9,39.8,0.952,0,3,0.745,5,42.08,2992.0,0.01012,25.1,Critical,4.0,27.07
INS-00673,2023-07-29,Egypt,Industrial,MV (1-35kV),2005,20,0.14,11.0,0.744,30.4,68.1,0.929,0,1,0.657,12,20.5,3534.0,0.00467,63.5,Medium,12.4,0.12
INS-00674,2024-06-10,Egypt,Power Transmission (HV),LV (<1kV),2000,25,35.6,0.4,0.856,26.8,47.5,0.762,0,0,0.525,22,20.2,3539.0,0.00805,57.9,Medium,9.1,19.84
INS-00675,2025-02-19,Egypt,Telecommunications,LV (<1kV),2009,16,0.14,0.4,0.729,28.8,23.6,0.847,2,1,0.447,19,26.18,3435.0,0.00392,56.3,Medium,11.8,0.07
INS-00676,2025-09-08,Egypt,Renewable Energy,LV (<1kV),2014,11,4.17,0.4,0.589,21.6,44.9,0.948,3,2,0.472,9,12.58,4088.0,0.00532,65.5,Medium,11.3,2.08
INS-00677,2023-04-17,Egypt,Construction/Building,LV (<1kV),2008,17,4.93,0.4,0.683,23.6,34.1,0.868,3,2,0.777,2,15.44,4093.0,0.00567,60.3,Medium,13.6,2.16
INS-00678,2023-01-08,Egypt,Power Transmission (HV),LV (<1kV),2005,20,42.58,0.4,0.636,24.6,48.8,0.907,1,3,0.554,7,14.33,3594.0,0.00783,51.8,Medium,8.2,24.75
INS-00679,2025-06-21,Egypt,Construction/Building,LV (<1kV),1996,29,1.23,0.4,0.653,24.2,41.3,0.518,1,5,0.561,3,42.97,2685.0,0.01313,9.5,Critical,2.1,0.92
INS-00680,2024-04-28,Egypt,Power Transmission (HV),LV (<1kV),2024,1,26.96,0.4,0.646,32.1,31.1,0.909,2,0,0.563,6,0.0,5320.0,0.0005,100.0,Low,15.0,10.78
INS-00681,2023-07-29,Egypt,Industrial,MV (1-35kV),1992,33,0.72,11.0,0.899,32.9,49.4,0.792,0,2,0.424,21,35.41,2636.0,0.00793,24.3,Critical,4.7,0.91
INS-00682,2023-05-19,Egypt,Renewable Energy,MV (1-35kV),1994,31,1.39,11.0,0.508,23.8,49.3,0.88,2,1,0.641,18,26.12,2611.0,0.00818,37.2,High,6.4,1.64
INS-00683,2023-11-29,Egypt,Construction/Building,LV (<1kV),1994,31,3.7,0.4,0.677,26.1,73.3,0.815,4,6,0.618,27,40.1,3124.0,0.01492,0.0,Critical,0.5,2.91
INS-00684,2024-12-03,Egypt,Renewable Energy,MV (1-35kV),1996,29,1.69,11.0,0.713,28.1,35.2,0.791,1,2,0.589,28,32.31,3166.0,0.01098,33.1,High,5.7,2.05
INS-00685,2025-01-08,Egypt,Power Distribution (MV),EHV (>150kV),1998,27,7.31,220.0,0.837,41.2,43.8,0.683,1,3,0.543,20,18.05,4236.0,0.00759,42.7,High,7.7,29.89
INS-00686,2025-01-31,Egypt,Renewable Energy,LV (<1kV),2008,17,2.5,0.4,0.582,28.3,41.7,0.889,2,0,0.871,1,11.34,4255.0,0.00548,78.7,Low,13.6,1.09
INS-00687,2023-05-22,Egypt,Power Distribution (MV),HV (35-150kV),2014,11,2.1,66.0,0.81,36.1,37.8,0.837,2,1,0.719,8,4.98,3940.0,0.00448,78.5,Low,14.1,3.34
INS-00688,2023-12-03,Egypt,Power Transmission (HV),MV (1-35kV),2014,11,46.14,11.0,1.0,32.1,27.6,0.829,0,1,0.372,34,15.52,3976.0,0.00445,72.3,Low,11.4,42.91
INS-00689,2023-05-12,Egypt,Power Distribution (MV),MV (1-35kV),1993,32,6.29,11.0,0.542,34.7,34.3,1.0,0,3,0.878,5,29.08,3498.0,0.01062,37.0,High,6.7,7.33
INS-00690,2023-05-06,Egypt,Renewable Energy,HV (35-150kV),1996,29,4.61,66.0,0.731,35.7,42.6,0.59,1,1,0.729,23,27.2,3505.0,0.00663,46.4,High,8.0,10.14
INS-00691,2025-05-03,Egypt,Telecommunications,EHV (>150kV),2004,21,2.59,220.0,0.675,38.8,49.3,0.696,0,6,0.637,4,26.42,4384.0,0.01089,35.9,High,7.5,10.68
INS-00692,2025-06-01,Egypt,Telecommunications,MV (1-35kV),2012,13,0.53,11.0,0.692,33.9,58.6,0.707,1,1,0.594,23,6.22,3884.0,0.00403,77.7,Low,15.0,0.4
INS-00693,2023-06-26,Egypt,Power Distribution (MV),MV (1-35kV),2003,22,1.74,11.0,0.625,36.5,33.4,0.93,2,5,0.617,26,41.19,3583.0,0.01158,22.1,Critical,4.0,2.26
INS-00694,2023-01-16,Egypt,Power Distribution (MV),MV (1-35kV),1999,26,8.2,11.0,0.873,26.9,25.4,0.695,1,2,0.714,34,17.38,3542.0,0.00852,47.5,High,8.5,8.82
INS-00695,2023-06-07,Egypt,Industrial,HV (35-150kV),2003,22,3.55,66.0,0.713,34.0,42.1,1.0,1,2,0.655,29,17.17,3154.0,0.00756,51.7,Medium,10.1,7.06
INS-00696,2025-06-10,Egypt,Industrial,HV (35-150kV),2001,24,0.21,66.0,0.535,30.9,50.2,0.802,1,3,0.52,7,27.94,3450.0,0.00933,39.3,High,7.7,0.47
INS-00697,2024-08-31,Egypt,Construction/Building,LV (<1kV),1995,30,2.73,0.4,0.696,24.7,42.7,0.916,3,1,0.514,15,29.02,2660.0,0.00909,30.0,High,6.8,1.69
INS-00698,2023-05-22,Egypt,Telecommunications,MV (1-35kV),2009,16,1.69,11.0,0.905,30.5,60.7,1.0,0,1,0.538,11,11.37,3809.0,0.00412,71.1,Low,14.9,1.28
INS-00699,2023-06-13,Egypt,Industrial,EHV (>150kV),1998,27,3.89,220.0,0.682,27.9,55.5,0.841,1,1,0.891,33,20.29,3085.0,0.00556,53.6,Medium,10.5,13.91
INS-00700,2023-05-02,Egypt,Construction/Building,LV (<1kV),2007,18,3.94,0.4,0.794,21.4,51.0,0.883,3,2,0.848,23,14.16,4212.0,0.00745,59.4,Medium,13.4,1.74
INS-00701,2023-03-13,Egypt,Construction/Building,LV (<1kV),2016,9,2.84,0.4,0.696,22.9,47.2,0.957,1,1,0.78,33,5.82,4875.0,0.0045,90.2,Low,15.0,1.14
INS-00702,2023-08-02,Egypt,Power Transmission (HV),MV (1-35kV),2006,19,26.51,11.0,0.562,31.1,45.7,0.851,1,2,0.604,23,22.01,3446.0,0.00597,55.9,Medium,8.8,28.1
INS-00703,2023-05-19,Egypt,Power Transmission (HV),MV (1-35kV),2016,9,49.58,11.0,0.702,29.3,44.2,0.894,3,1,0.811,1,12.25,4085.0,0.00152,78.9,Low,12.4,43.63
INS-00704,2024-07-20,Egypt,Industrial,HV (35-150kV),2005,20,3.45,66.0,0.681,31.5,55.8,0.74,0,1,0.642,7,13.87,3668.0,0.00378,68.3,Medium,13.3,5.76
INS-00705,2023-06-22,Egypt,Industrial,HV (35-150kV),1998,27,2.41,66.0,0.918,26.9,49.2,0.736,0,0,0.761,7,18.01,2989.0,0.0067,57.4,Medium,11.2,4.53
INS-00706,2025-08-23,Egypt,Power Transmission (HV),MV (1-35kV),2009,16,11.33,11.0,0.755,23.3,39.0,0.853,1,2,0.513,20,17.28,3991.0,0.00477,61.9,Medium,9.7,11.5
INS-00707,2024-10-12,Egypt,Power Distribution (MV),LV (<1kV),1985,40,6.57,0.4,0.541,18.7,35.2,0.826,2,1,1.0,35,35.39,2619.0,0.01173,25.1,Critical,4.5,4.47
INS-00708,2024-06-30,Egypt,Construction/Building,LV (<1kV),2018,7,2.48,0.4,0.53,28.9,43.5,0.927,1,0,0.599,11,0.0,5993.0,0.0027,100.0,Low,15.0,0.99
INS-00709,2025-12-12,Egypt,Power Transmission (HV),EHV (>150kV),1998,27,46.0,220.0,0.608,25.3,35.7,0.907,6,3,0.78,26,27.46,4164.0,0.00747,28.6,Critical,4.5,215.05
INS-00710,2025-03-14,Egypt,Construction/Building,MV (1-35kV),2016,9,1.64,11.0,0.613,36.0,44.3,0.743,1,1,0.86,7,6.2,5284.0,0.00303,94.8,Low,15.0,1.23
INS-00711,2023-11-24,Egypt,Renewable Energy,HV (35-150kV),2014,11,2.62,66.0,0.722,31.9,17.9,0.876,1,0,0.432,22,12.02,4481.0,0.00335,82.8,Low,14.3,4.11
INS-00712,2025-02-26,Egypt,Construction/Building,MV (1-35kV),1995,30,2.23,11.0,0.695,23.1,58.0,0.806,1,2,1.0,10,33.56,3140.0,0.00865,38.6,High,8.7,2.37
INS-00713,2023-12-20,Egypt,Telecommunications,MV (1-35kV),2007,18,2.17,11.0,0.605,43.2,57.4,0.988,3,3,0.589,35,15.47,3886.0,0.0083,49.7,High,10.4,2.13
INS-00714,2023-06-05,Egypt,Power Distribution (MV),HV (35-150kV),1992,33,2.22,66.0,0.755,35.8,54.7,0.899,3,2,0.409,34,39.64,2260.0,0.00726,12.8,Critical,2.3,6.15
INS-00715,2023-08-05,Egypt,Power Transmission (HV),EHV (>150kV),2007,18,47.13,220.0,0.601,38.4,21.6,0.937,5,3,0.81,5,13.44,4867.0,0.00759,53.4,Medium,8.4,186.63
INS-00716,2025-02-16,Egypt,Power Transmission (HV),MV (1-35kV),2001,24,34.42,11.0,0.718,26.4,36.5,0.9,0,2,0.764,25,18.62,4521.0,0.00762,60.0,Medium,9.5,35.28
INS-00717,2023-02-11,Egypt,Construction/Building,LV (<1kV),2001,24,4.88,0.4,0.55,26.5,44.8,0.863,3,2,0.75,26,15.18,3203.0,0.00744,47.7,High,10.7,2.51
INS-00718,2024-11-21,Egypt,Industrial,MV (1-35kV),1993,32,2.31,11.0,0.723,27.1,49.0,0.765,1,3,0.955,1,28.77,2958.0,0.01151,30.3,High,5.9,2.78
INS-00719,2023-12-26,Egypt,Power Distribution (MV),HV (35-150kV),2014,11,3.16,66.0,0.661,32.2,55.2,0.71,1,3,0.369,9,19.95,4400.0,0.00544,62.0,Medium,11.2,5.94
INS-00720,2023-07-05,Egypt,Telecommunications,MV (1-35kV),2011,14,2.66,11.0,0.615,27.8,27.4,0.893,1,2,0.65,10,10.54,3618.0,0.00649,68.4,Medium,14.4,2.07
INS-00721,2023-08-14,Egypt,Construction/Building,MV (1-35kV),2012,13,3.76,11.0,0.799,35.0,46.5,0.96,1,1,0.484,18,16.24,4663.0,0.00373,74.0,Low,15.0,2.82
INS-00722,2025-12-26,Egypt,Industrial,MV (1-35kV),2005,20,0.44,11.0,0.658,33.5,47.4,0.856,3,1,0.639,20,18.02,3833.0,0.00591,57.2,Medium,11.2,0.41
INS-00723,2024-03-13,Egypt,Power Distribution (MV),MV (1-35kV),2021,4,5.94,11.0,0.613,26.6,39.2,0.85,5,1,0.65,1,8.24,5277.0,0.00214,85.0,Low,15.0,4.46
INS-00724,2023-02-21,Egypt,Power Transmission (HV),LV (<1kV),2002,23,38.12,0.4,0.76,30.3,49.0,0.73,0,5,0.845,9,24.52,3151.0,0.01197,35.0,High,5.5,24.91
INS-00725,2023-06-15,Egypt,Telecommunications,LV (<1kV),2019,6,0.38,0.4,0.556,24.9,59.2,0.868,3,0,0.723,24,4.13,5074.0,0.00193,96.4,Low,15.0,0.15
INS-00726,2025-03-14,Egypt,Renewable Energy,LV (<1kV),1988,37,1.93,0.4,0.93,26.2,55.0,0.811,1,4,0.75,11,40.36,2552.0,0.01213,6.1,Critical,1.1,1.49
INS-00727,2025-03-07,Egypt,Construction/Building,LV (<1kV),1996,29,3.52,0.4,0.709,28.6,70.4,0.736,2,1,0.871,13,29.77,3003.0,0.00594,42.3,High,9.5,1.92
INS-00728,2023-11-28,Egypt,Renewable Energy,LV (<1kV),2006,19,1.6,0.4,0.563,29.9,46.5,0.921,0,2,0.608,3,20.88,3569.0,0.00637,59.9,Medium,10.3,0.84
INS-00729,2024-05-27,Egypt,Construction/Building,MV (1-35kV),1985,40,1.34,11.0,0.653,29.0,52.9,0.946,3,0,0.704,2,37.63,2583.0,0.00822,22.0,Critical,4.9,1.68
INS-00730,2024-03-30,Egypt,Power Distribution (MV),HV (35-150kV),2001,24,2.41,66.0,0.723,29.6,58.0,0.89,1,5,0.524,6,27.41,3258.0,0.01118,25.8,Critical,4.6,6.12
INS-00731,2024-02-29,Egypt,Power Distribution (MV),MV (1-35kV),1993,32,8.5,11.0,0.675,39.0,43.0,0.965,3,3,0.425,19,37.88,2863.0,0.00804,13.6,Critical,2.4,11.73
INS-00732,2023-07-12,Egypt,Renewable Energy,LV (<1kV),2015,10,1.32,0.4,0.652,32.5,52.6,0.777,0,1,0.681,29,8.96,4410.0,0.00177,88.4,Low,15.0,0.53
INS-00733,2025-06-25,Egypt,Power Distribution (MV),MV (1-35kV),2004,21,8.8,11.0,0.601,24.2,45.6,0.781,1,3,0.985,11,15.57,3526.0,0.0086,56.1,Medium,10.1,8.76
INS-00734,2023-02-23,Egypt,Construction/Building,EHV (>150kV),2015,10,2.37,220.0,0.587,31.6,53.2,0.699,0,1,0.454,27,16.26,3887.0,0.00426,78.1,Low,15.0,6.52
INS-00735,2024-01-06,Egypt,Industrial,MV (1-35kV),2004,21,0.46,11.0,0.937,29.7,52.1,0.921,1,3,0.641,17,20.93,4137.0,0.00758,48.5,High,9.5,0.47
INS-00736,2025-04-11,Egypt,Power Transmission (HV),HV (35-150kV),1990,35,29.2,66.0,0.656,33.4,49.5,1.0,0,2,0.575,15,21.55,2186.0,0.01008,30.2,High,4.8,73.58
INS-00737,2024-02-24,Egypt,Construction/Building,LV (<1kV),2011,14,2.75,0.4,0.513,35.1,56.8,0.746,1,0,0.699,16,6.54,4787.0,0.00457,88.9,Low,15.0,1.1
INS-00738,2025-08-01,Egypt,Power Transmission (HV),MV (1-35kV),2005,20,25.44,11.0,0.734,33.4,53.1,0.818,4,2,0.721,23,21.05,4085.0,0.00723,48.8,High,7.7,28.37
INS-00739,2023-11-01,Egypt,Telecommunications,LV (<1kV),1998,27,3.44,0.4,0.709,26.9,30.6,0.765,0,4,0.944,32,31.85,2773.0,0.01079,32.2,High,6.8,2.13
INS-00740,2024-08-21,Egypt,Telecommunications,MV (1-35kV),1997,28,3.13,11.0,0.656,32.2,39.7,0.758,0,6,0.613,14,41.54,3750.0,0.01132,16.4,Critical,3.4,4.16
INS-00741,2023-08-21,Egypt,Construction/Building,MV (1-35kV),2005,20,3.83,11.0,0.659,27.9,40.9,0.849,3,2,0.82,20,17.82,3148.0,0.00536,51.9,Medium,11.7,3.5
INS-00742,2024-06-09,Egypt,Industrial,LV (<1kV),1994,31,0.26,0.4,0.725,21.1,41.9,1.0,1,2,0.72,14,27.68,2573.0,0.00921,32.8,High,6.4,0.16
INS-00743,2025-05-31,Egypt,Construction/Building,MV (1-35kV),2005,20,2.35,11.0,0.806,20.1,45.3,0.906,2,2,0.542,24,22.93,4083.0,0.0063,50.9,Medium,11.5,2.17
INS-00744,2024-06-18,Egypt,Construction/Building,MV (1-35kV),2017,8,1.97,11.0,0.84,22.8,33.4,0.847,0,1,0.578,31,8.42,4360.0,0.00476,85.9,Low,15.0,1.48
INS-00745,2024-03-16,Egypt,Power Transmission (HV),MV (1-35kV),1992,33,6.7,11.0,0.729,26.6,28.5,0.669,0,3,0.717,12,27.42,2702.0,0.0102,28.6,Critical,4.5,8.54
INS-00746,2024-01-21,Egypt,Power Transmission (HV),HV (35-150kV),2009,16,38.4,66.0,0.591,36.3,41.7,0.791,0,0,0.613,33,10.56,4150.0,0.00463,82.2,Low,12.9,65.66
INS-00747,2023-05-30,Egypt,Telecommunications,MV (1-35kV),2018,7,3.86,11.0,0.751,25.5,33.9,0.708,0,0,0.731,6,12.82,4851.0,0.00229,96.8,Low,15.0,2.9
INS-00748,2025-01-10,Egypt,Construction/Building,MV (1-35kV),1993,32,4.26,11.0,0.575,26.5,27.2,0.912,2,1,0.848,32,25.37,3511.0,0.01036,42.3,High,9.5,4.37
INS-00749,2025-12-26,Egypt,Telecommunications,LV (<1kV),2001,24,0.5,0.4,0.876,26.9,55.5,0.881,2,2,0.805,14,31.79,3396.0,0.00765,40.8,High,8.6,0.29
INS-00750,2024-06-06,Egypt,Power Distribution (MV),MV (1-35kV),2012,13,6.7,11.0,0.65,26.5,43.8,0.778,2,2,0.472,5,17.75,4787.0,0.00423,66.9,Medium,12.0,6.03
INS-00751,2025-07-09,Egypt,Construction/Building,HV (35-150kV),1990,35,1.77,66.0,0.738,35.5,40.2,0.957,5,3,0.592,2,34.47,2838.0,0.01305,4.9,Critical,1.1,5.12
INS-00752,2023-01-29,Egypt,Industrial,EHV (>150kV),1997,28,1.88,220.0,0.625,27.8,63.5,0.834,5,3,1.0,29,30.02,3475.0,0.009,28.0,Critical,5.5,8.44
INS-00753,2023-10-03,Egypt,Construction/Building,HV (35-150kV),2011,14,0.33,66.0,0.886,28.3,33.8,0.78,4,1,0.475,31,11.34,3245.0,0.00808,56.0,Medium,12.6,0.57
INS-00754,2024-07-29,Egypt,Power Transmission (HV),MV (1-35kV),1997,28,45.88,11.0,0.86,28.1,18.6,0.761,1,1,0.653,15,23.8,2502.0,0.00755,41.4,High,6.5,53.91
INS-00755,2025-02-17,Egypt,Power Distribution (MV),MV (1-35kV),1999,26,5.87,11.0,0.704,33.5,28.2,0.67,0,1,0.568,4,31.16,3888.0,0.00589,51.2,Medium,9.2,6.1
INS-00756,2024-11-22,Egypt,Power Distribution (MV),LV (<1kV),2020,5,4.48,0.4,0.718,37.0,34.4,0.759,0,1,0.761,17,6.54,5080.0,0.00285,98.9,Low,15.0,1.79
INS-00757,2023-11-24,Egypt,Telecommunications,MV (1-35kV),2000,25,4.56,11.0,0.772,35.8,58.6,0.791,1,3,0.662,1,32.37,2374.0,0.00861,30.6,High,6.4,5.38
INS-00758,2024-09-23,Egypt,Construction/Building,MV (1-35kV),1998,27,0.96,11.0,0.554,33.4,39.8,0.711,0,3,0.666,30,26.59,3275.0,0.00961,40.3,High,9.1,1.0
INS-00759,2023-10-20,Egypt,Construction/Building,MV (1-35kV),2016,9,4.77,11.0,0.588,29.1,28.9,0.86,2,0,0.713,26,9.41,4859.0,0.00298,91.1,Low,15.0,3.58
INS-00760,2025-04-05,Egypt,Construction/Building,MV (1-35kV),2008,17,2.01,11.0,0.821,35.5,43.7,0.814,1,1,0.579,31,24.36,4350.0,0.00669,63.3,Medium,14.2,1.59
INS-00761,2023-04-21,Egypt,Power Distribution (MV),HV (35-150kV),1988,37,3.79,66.0,0.777,33.6,46.1,0.943,0,9,0.519,34,59.69,2637.0,0.01764,0.0,Critical,0.5,11.18
INS-00762,2024-07-29,Egypt,Telecommunications,HV (35-150kV),2006,19,1.23,66.0,0.78,24.0,33.0,0.962,2,1,0.596,23,15.95,4381.0,0.00552,63.5,Medium,13.3,2.05
INS-00763,2023-11-17,Egypt,Telecommunications,LV (<1kV),2003,22,2.53,0.4,0.56,27.2,50.5,0.976,3,3,0.566,22,29.22,3359.0,0.00776,35.8,High,7.5,1.52
INS-00764,2023-02-15,Egypt,Renewable Energy,MV (1-35kV),1992,33,4.93,11.0,0.864,28.9,62.9,0.761,0,5,0.661,30,39.26,2415.0,0.01359,7.3,Critical,1.3,7.07
INS-00765,2024-11-14,Egypt,Industrial,LV (<1kV),2005,20,2.22,0.4,0.754,30.6,38.8,0.8,0,0,0.873,30,11.55,4010.0,0.00399,78.8,Low,15.0,0.89
INS-00766,2023-09-01,Egypt,Construction/Building,LV (<1kV),2005,20,2.66,0.4,0.738,38.3,37.7,0.723,1,1,0.463,30,18.91,3547.0,0.00658,57.6,Medium,13.0,1.21
INS-00767,2025-02-15,Egypt,Industrial,LV (<1kV),1994,31,1.08,0.4,0.687,34.7,44.9,0.963,3,5,0.451,18,46.28,2692.0,0.01357,0.0,Critical,0.5,0.85
INS-00768,2025-12-11,Egypt,Telecommunications,LV (<1kV),2007,18,1.57,0.4,0.827,35.2,55.3,0.966,2,0,0.562,13,15.17,3663.0,0.00386,66.4,Medium,13.9,0.67
INS-00769,2023-01-28,Egypt,Construction/Building,MV (1-35kV),2005,20,3.09,11.0,0.783,39.1,45.2,0.717,0,1,0.775,5,8.57,3235.0,0.00677,68.3,Medium,15.0,2.32
INS-00770,2023-10-06,Egypt,Construction/Building,HV (35-150kV),1981,44,0.93,66.0,0.793,30.9,53.0,0.847,2,0,0.862,14,28.0,2108.0,0.00981,22.8,Critical,5.1,2.32
INS-00771,2023-06-16,Egypt,Power Transmission (HV),EHV (>150kV),2018,7,34.27,220.0,0.608,25.1,50.3,0.62,0,1,0.631,4,13.43,3894.0,0.00222,86.6,Low,13.6,103.04
INS-00772,2024-03-13,Egypt,Renewable Energy,HV (35-150kV),2009,16,2.26,66.0,0.682,41.7,46.3,0.956,3,0,0.73,7,12.78,4348.0,0.0041,74.2,Low,12.8,3.89
INS-00773,2023-11-02,Egypt,Industrial,EHV (>150kV),1987,38,4.43,220.0,0.637,31.3,37.3,0.895,1,5,0.712,30,45.56,1230.0,0.01369,0.0,Critical,0.5,23.96
INS-00774,2024-11-08,Egypt,Power Transmission (HV),MV (1-35kV),1993,32,10.13,11.0,0.739,26.2,47.2,0.89,0,1,0.441,13,29.45,2902.0,0.00923,36.0,High,5.7,12.31
INS-00775,2023-04-17,Egypt,Industrial,MV (1-35kV),1999,26,4.98,11.0,0.631,24.8,33.1,0.804,3,5,0.693,14,31.33,2924.0,0.01107,17.3,Critical,3.4,6.62
INS-00776,2023-12-21,Egypt,Renewable Energy,HV (35-150kV),2007,18,3.3,66.0,0.895,26.0,59.6,0.981,5,3,0.329,33,26.72,4253.0,0.00581,34.4,High,5.9,7.95
